zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
98105,1,3,5,5,5,5,5,4,5,4,4,4,5,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,3,2,2,3,2,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,2,39,3,3,4,1,2,1,0.8790747,1,,,,2019,5,24
98102,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,3,2,1,2,2,3,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,38,3,3,4,4,1,1,0.990756567,1,,,,2019,5,24
98042,1,1,4,5,5,2,3,3,1,3,4,2,2,1,2,2,1,1,1,1,2,2,2,3,2,2,2,3,3,3,2,2,1,2,2,4,4,2,4,4,4,4,2,2,2,1,2,1,1,2,2,2,2,2,2,1,36,3,3,3,3,1,3,0.792605254,1,,,,2019,5,24
98117,2,,5,5,5,5,5,4,3,4,4,2,2,1,2,2,1,1,1,1,2,3,2,1,2,2,2,2,2,3,2,2,1,2,2,4,4,3,4,4,4,4,2,2,1,1,2,2,2,2,2,1,1,1,2,2,27,2,3,1,3,1,1,0.88437144,1,,,,2019,5,24
98003,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,2,1,1,1,1,3,1,2,1,2,2,3,1,3,3,3,3,1,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,52,4,3,2,2,1,2,0.668062477,1,,,,2019,5,24
98031,2,,5,5,5,5,5,3,2,4,4,4,5,1,1,1,1,1,1,1,1,3,2,3,2,3,2,1,3,1,3,3,1,3,2,5,4,4,4,4,4,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,37,3,4,3,2,1,2,0.611250909,1,,,,2019,5,24
98001,2,,5,5,5,4,5,4,2,4,4,5,1,1,1,1,1,1,1,1,1,5,2,3,2,2,2,3,3,2,2,2,3,2,2,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,54,4,3,3,2,1,2,0.668062477,1,,,,2019,5,24
98101,1,1,5,5,3,1,5,3,2,4,4,4,1,1,1,2,1,1,1,1,2,2,3,1,2,1,1,1,1,1,2,2,1,2,2,4,4,4,3,4,4,4,2,2,2,1,2,1,1,2,2,2,2,2,2,1,27,2,3,1,3,1,2,1.52155205,1,,,,2019,5,24
98032,1,1,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,2,3,1,2,1,2,3,1,2,1,1,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,66,5,3,4,1,1,2,0.909709492,1,,,,2019,5,24
98107,2,,1,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,3,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,61,4,3,3,1,1,1,0.91306588,1,,,,2019,5,24
98034,2,,5,5,5,5,5,4,3,3,3,3,2,1,2,2,3,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,4,4,4,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,1,77,5,3,3,1,1,2,1.32982567,1,,,,2019,5,24
98101,1,3,2,3,3,2,2,3,4,3,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,2,2,1,2,1,2,2,1,1,2,1,40,3,3,4,4,2,1,0.990756567,1,,,,2019,5,24
98177,1,1,3,3,3,2,3,3,2,3,4,3,3,2,2,2,2,1,1,2,2,3,3,1,2,2,2,1,3,3,2,2,1,2,2,2,3,2,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,47,3,3,3,3,1,2,0.82476849,1,,,,2019,5,24
98198,3,,3,3,3,5,6,3,2,4,4,2,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,1,3,3,2,3,1,1,2,3,4,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,47,3,4,3,1,1,2,0.697933884,1,,,,2019,5,24
98008,1,1,2,1,2,2,1,2,3,2,3,1,2,1,1,2,1,1,1,1,1,1,3,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,20,2,4,3,2,2,1,0.708379174,1,,,,2019,5,24
98022,1,1,1,1,1,1,2,2,2,2,2,2,5,5,3,3,3,3,2,2,3,3,2,3,2,2,3,1,3,3,3,3,1,3,2,2,2,2,3,3,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,20,2,2,1,1,1,1,0.646214879,1,,,,2019,5,24
98199,1,3,5,5,5,3,5,3,2,4,4,5,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,2,1,1,1,2,1,2,1,1,1,1,2,2,46,3,3,4,2,1,1,0.668062477,1,,,,2019,5,24
98391,1,1,2,2,2,2,3,3,2,3,3,3,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,1,3,2,3,3,3,4,4,3,3,2,2,2,1,2,2,2,2,1,2,1,1,2,2,49,3,3,1,2,1,2,0.668062477,1,,,,2019,5,24
98032,2,,5,5,5,2,5,2,2,4,4,4,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,69,5,3,2,1,1,2,0.909709492,1,,,,2019,5,24
98105,1,1,3,5,3,1,5,2,1,3,4,5,3,1,2,2,1,1,1,1,3,5,2,2,2,2,1,1,2,2,2,2,1,2,2,3,3,3,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,21,2,3,2,1,1,1,1.228262068,1,,,,2019,5,24
98032,2,,2,2,2,3,1,3,2,4,4,4,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,3,4,4,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,34,2,1,1,1,1,1,0.418909577,1,,,,2019,5,24
98003,1,1,3,3,2,2,3,3,2,3,4,3,2,1,2,2,1,1,1,1,5,2,2,1,2,2,2,3,2,2,2,2,1,2,2,4,4,4,4,4,3,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,22,2,3,1,1,1,1,0.868561638,1,,,,2019,5,24
98003,1,1,4,5,3,3,5,3,5,3,4,3,2,1,1,3,2,1,1,1,1,2,2,1,1,2,3,1,2,3,2,2,1,2,2,3,4,3,3,4,4,4,2,2,1,1,2,1,1,1,2,1,1,1,2,1,37,3,3,4,2,1,2,0.642010256,1,,,,2019,5,24
98106,1,2,3,5,4,5,3,3,2,3,3,3,2,2,1,2,2,1,1,1,2,2,3,1,2,3,3,1,2,3,2,3,1,2,2,3,3,3,4,3,3,3,1,2,2,1,1,2,2,2,2,1,1,1,2,1,26,2,1,3,2,1,1,0.48560386,1,,,,2019,5,24
98108,1,3,4,3,4,4,4,2,2,3,4,2,3,3,2,3,1,3,2,4,3,3,2,1,3,3,3,3,3,2,3,1,3,3,3,4,4,5,5,5,5,5,1,2,2,2,1,2,2,2,2,2,2,2,2,1,33,2,2,3,1,2,1,1.225143673,1,,,,2019,5,24
98104,1,7,5,5,5,6,5,4,3,4,4,4,1,1,2,2,1,2,1,1,1,2,2,1,2,3,2,2,2,2,3,3,3,2,2,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,2,1,2,2,1,53,4,3,3,2,1,2,0.570317959,1,,,,2019,5,24
98033,2,,3,4,4,5,3,2,2,3,3,3,3,2,2,3,2,1,1,1,3,2,1,3,3,3,3,3,2,3,2,2,1,3,2,5,3,3,4,4,4,4,2,2,1,2,1,1,2,2,2,2,1,1,2,2,19,2,3,2,4,1,2,1.085702048,1,,,,2019,5,24
98033,1,3,5,5,5,5,5,3,2,4,4,3,2,4,1,2,1,2,1,1,1,3,1,1,2,2,2,1,2,1,2,2,3,1,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,22,2,1,2,1,2,2,0.31362394,1,,,,2019,5,24
98011,2,,5,5,5,5,5,3,3,3,4,3,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,22,2,3,3,3,1,2,0.868561638,1,,,,2019,5,24
98198,2,,4,4,5,3,3,4,2,4,4,3,1,1,1,1,1,2,1,1,1,2,2,1,2,3,2,3,3,2,3,3,1,3,2,4,4,4,3,4,4,4,1,2,2,2,2,1,1,2,2,2,1,1,2,2,55,4,4,3,2,1,2,8.105920079,1,,,,2019,5,24
98391,2,,5,5,3,2,2,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,1,2,2,3,4,4,3,3,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,35,3,7,2,2,1,2,0.611250909,1,,,,2019,5,24
98092,1,1,5,5,3,5,5,3,2,4,4,4,3,1,2,3,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,4,4,4,4,4,4,4,1,2,1,1,2,2,1,2,2,2,1,2,2,1,25,2,3,4,5,1,2,2.023664226,1,,,,2019,5,24
98058,1,3,5,5,5,5,5,3,2,4,4,4,1,1,1,1,1,1,1,1,4,1,3,1,2,2,2,1,2,3,3,2,3,2,2,4,4,4,4,4,3,4,1,1,1,2,1,1,1,2,2,2,1,1,2,2,31,2,5,2,2,2,2,0.622461059,1,,,,2019,5,24
98136,2,,5,5,5,5,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,3,3,3,3,3,3,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,17,1,3,1,5,2,1,1.155186979,1,,,,2019,5,24
98168,1,1,4,5,3,5,5,4,4,3,4,3,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,1,1,2,2,1,2,1,2,2,2,2,2,2,1,29,2,2,3,3,1,2,1.225143673,1,,,,2019,5,24
98031,2,,5,5,5,3,1,4,2,4,4,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,4,3,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,36,3,1,1,2,3,1,0.429570202,1,,,,2019,5,24
98112,2,,1,4,2,2,2,5,2,3,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,3,2,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,45,3,1,3,5,1,2,4.69375489,1,,,,2019,5,24
98003,2,,5,5,5,5,5,3,2,4,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,42,3,6,2,1,1,1,0.754630752,1,,,,2019,5,24
98038,2,,5,5,5,2,5,4,2,4,4,4,1,1,1,1,1,2,1,1,3,1,3,1,2,2,3,1,3,3,3,3,1,2,2,4,4,4,4,4,4,4,2,2,1,1,2,1,1,2,2,2,2,2,2,2,33,2,3,2,1,1,2,0.88437144,1,,,,2019,5,24
98122,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,2,2,2,1,3,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,2,1,1,1,2,2,39,3,3,2,1,2,1,0.8790747,1,,,,2019,5,24
98025,1,1,5,5,5,4,5,2,2,3,3,4,2,2,1,1,1,1,2,1,5,3,1,1,2,3,2,1,3,3,1,3,1,2,3,2,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,16,1,2,1,1,2,3,1.224634095,1,,,,2019,5,24
98006,1,1,5,5,3,3,5,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,3,3,2,5,5,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,33,2,3,3,2,1,2,0.716340867,1,,,,2019,5,24
98033,1,1,3,3,5,1,4,4,4,4,4,4,2,2,1,3,3,1,1,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,4,4,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,26,2,3,4,5,1,2,1.176214016,1,,,,2019,5,24
98102,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,2,2,1,1,1,1,1,3,1,2,2,2,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,48,3,3,3,1,1,1,0.704096246,1,,,,2019,5,24
98168,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,74,5,3,3,2,1,2,0.736864688,1,,,,2019,5,24
98105,2,,6,6,5,5,5,4,1,4,4,1,5,5,1,1,1,1,1,1,3,1,2,1,2,1,1,3,1,2,1,1,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,27,2,2,2,1,2,3,1.239371068,1,,,,2019,5,24
98092,2,,3,3,5,3,6,5,5,3,3,5,2,2,2,5,2,2,1,1,1,5,3,1,1,3,2,1,3,3,3,3,3,3,2,3,5,5,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,26,2,3,3,1,1,1,0.88437144,1,,,,2019,5,24
98121,2,,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,63,4,3,3,1,2,1,0.91306588,1,,,,2019,5,24
98108,1,3,5,5,5,5,5,4,3,4,4,3,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,1,1,2,2,2,2,1,2,2,2,1,1,2,1,37,3,4,3,1,1,1,1.299732434,1,,,,2019,5,24
98052,1,1,3,3,5,2,5,4,2,3,4,3,2,2,2,1,2,1,1,1,1,2,3,1,1,1,2,1,2,2,2,2,1,2,2,4,3,3,4,4,4,4,2,2,2,1,2,1,1,2,1,1,1,1,2,2,43,3,3,4,5,1,2,1.169169351,1,,,,2019,5,24
98102,2,,5,5,5,5,5,2,1,3,3,4,2,1,1,1,1,1,1,1,1,1,3,1,2,2,2,3,1,2,2,2,1,2,2,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,30,2,3,3,1,1,1,0.88437144,1,,,,2019,5,24
98011,2,,5,5,5,5,5,4,4,4,4,4,1,1,2,1,1,1,1,1,2,1,3,1,2,2,2,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,1,1,2,2,28,2,3,1,1,2,2,0.88437144,1,,,,2019,5,24
98144,2,,1,1,3,5,2,2,2,3,3,2,2,2,3,4,3,2,1,1,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,38,3,1,4,1,1,1,0.530333582,1,,,,2019,5,24
98042,1,1,4,4,2,3,2,2,1,3,3,1,3,2,1,3,2,2,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,4,4,4,4,2,2,2,1,1,1,2,2,1,2,1,1,2,2,22,2,3,3,1,1,1,0.868561638,1,,,,2019,5,24
98118,2,,5,5,5,5,5,3,2,4,4,3,3,1,2,3,3,2,1,1,1,2,3,1,2,3,3,3,3,3,3,2,1,2,2,4,4,4,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,18,2,4,1,2,2,1,0.594013552,1,,,,2019,5,24
98125,2,,5,5,5,5,5,4,2,4,4,4,2,2,2,2,2,1,1,2,3,3,2,1,2,3,3,3,1,2,3,3,1,1,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,71,5,3,3,3,1,2,0.721231395,1,,,,2019,5,24
98055,1,1,1,5,5,4,5,3,2,4,4,3,2,1,1,2,2,1,1,1,1,2,3,1,2,3,2,1,1,3,1,1,1,3,3,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,2,4,1,2,1,2,0.708379174,1,,,,2019,5,24
98038,2,,5,5,3,2,2,3,2,4,4,2,2,1,2,3,2,1,1,1,1,3,2,1,2,1,3,1,1,3,1,1,1,3,2,3,4,3,3,4,3,4,2,2,2,1,2,2,2,2,2,1,2,2,2,1,72,5,3,3,3,1,3,0.721231395,1,,,,2019,5,24
98168,1,1,1,2,3,2,2,3,3,2,2,2,1,1,1,1,1,3,1,1,1,3,1,1,2,2,2,2,2,1,1,1,2,1,2,4,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,45,3,3,4,3,1,1,0.704096246,1,,,,2019,5,24
98052,2,,5,5,5,5,5,3,2,4,4,3,2,1,2,2,1,1,1,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,22,2,3,2,2,2,2,0.994892275,1,,,,2019,5,24
98224,1,1,5,4,5,5,2,3,3,4,4,2,1,1,1,1,2,1,1,1,1,2,3,3,3,2,2,1,2,1,2,2,1,3,2,4,4,1,4,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,24,2,3,1,1,1,2,1.228262068,1,,,,2019,5,24
98391,1,1,3,3,3,3,5,3,2,3,4,4,5,2,1,2,1,1,1,1,1,1,3,1,2,3,3,3,3,2,3,3,3,2,2,3,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,2,1,1,2,1,38,3,8,2,5,1,3,1.728644137,1,,,,2019,5,24
98133,1,5,5,5,3,4,5,4,2,4,4,3,2,2,3,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,28,2,7,2,1,1,1,0.768470443,1,,,,2019,5,24
98042,2,,4,4,3,3,3,3,1,4,4,4,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,36,3,1,1,1,1,3,0.530333582,1,,,,2019,5,24
98003,1,1,5,5,5,3,4,4,2,4,4,3,2,2,1,2,1,1,1,1,2,2,3,1,2,2,2,1,3,2,1,1,1,3,2,4,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,55,4,3,1,1,1,2,0.591110627,1,,,,2019,5,24
98126,2,,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,1,3,3,3,3,3,1,3,3,3,3,2,4,4,4,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,49,3,3,3,5,1,1,0.936448007,1,,,,2019,5,24
98198,2,,1,1,1,2,1,3,3,3,3,2,5,3,1,1,1,5,1,1,1,1,3,3,2,1,1,3,3,3,3,3,1,3,3,5,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,46,3,3,1,1,1,2,0.82476849,1,,,,2019,5,24
98102,1,3,2,3,3,2,3,2,1,3,4,2,3,2,1,2,1,1,1,1,3,3,3,1,1,1,3,1,3,1,3,3,1,3,3,3,4,3,3,4,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,32,2,3,2,1,1,1,1.52155205,1,,,,2019,5,24
98103,1,1,3,3,1,2,3,3,2,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,3,3,2,1,1,1,1,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,33,2,7,2,1,1,1,0.768470443,1,,,,2019,5,24
98052,1,1,4,5,3,1,5,2,3,3,4,4,3,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,3,4,4,3,4,3,4,1,1,2,1,2,2,2,2,1,2,2,2,2,2,29,2,3,3,5,1,2,1.176214016,1,,,,2019,5,24
98001,1,1,2,2,3,3,2,3,2,4,3,2,2,2,1,2,1,2,1,1,1,2,3,1,2,2,2,1,3,3,1,2,1,3,2,2,2,5,4,3,5,5,2,2,2,1,2,2,2,2,1,2,2,2,2,2,37,3,3,3,2,1,1,0.712050507,1,,,,2019,5,24
98166,2,,5,5,5,5,5,4,3,4,4,3,1,1,1,2,1,1,1,1,1,2,3,1,2,2,2,1,3,2,2,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,75,5,3,3,1,1,2,1.32982567,1,,,,2019,5,24
98038,1,3,5,5,5,5,5,4,2,4,4,4,2,2,2,2,2,1,2,1,1,2,3,1,2,2,2,3,2,3,2,2,1,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,36,3,3,3,3,1,2,0.8790747,1,,,,2019,5,24
98003,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,3,2,3,3,1,3,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,70,5,3,2,1,1,1,0.909709492,1,,,,2019,5,24
98003,1,1,3,3,5,2,2,3,1,3,3,2,2,2,2,2,1,1,1,1,1,4,2,1,2,2,2,1,2,3,2,2,1,3,2,3,2,2,4,4,3,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,18,2,1,1,2,2,2,0.255307648,1,,,,2019,5,24
98118,1,4,5,5,3,2,5,2,1,4,4,4,3,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,3,2,3,3,1,3,2,3,4,4,4,4,4,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,54,4,2,2,2,1,1,0.665785037,1,,,,2019,5,24
98391,1,1,3,3,5,1,5,4,1,4,4,4,1,1,1,2,1,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,2,1,1,2,2,43,3,3,3,2,1,2,0.712050507,1,,,,2019,5,24
98198,1,1,5,5,3,3,3,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,3,2,2,1,2,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,49,3,3,4,5,1,2,1.096942091,1,,,,2019,5,24
98023,1,1,3,5,5,3,5,3,2,3,4,4,3,1,1,2,1,1,1,1,1,1,3,1,2,2,2,3,2,1,2,2,1,2,2,4,4,4,4,4,3,3,1,2,1,1,2,1,1,2,1,1,1,1,2,2,64,4,3,3,3,1,2,0.91306588,1,,,,2019,5,24
98006,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,66,5,4,2,3,1,2,4.560185232,1,,,,2019,5,24
98059,1,1,5,5,5,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,3,1,2,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,52,4,3,3,4,1,2,1.030960612,1,,,,2019,5,24
98155,2,,3,5,3,5,5,2,2,3,4,3,3,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,3,4,4,5,4,3,5,1,2,2,2,1,1,2,2,2,2,1,1,2,2,46,3,3,4,3,1,2,0.82476849,1,,,,2019,5,24
98002,2,,2,5,5,5,5,3,3,4,3,4,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,3,4,4,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,61,4,3,1,1,1,2,0.91306588,1,,,,2019,5,24
98022,2,,5,5,3,1,5,2,2,4,4,4,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,3,2,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,28,2,3,1,2,1,3,0.716340867,1,,,,2019,5,24
98102,1,1,3,3,5,2,3,3,2,4,4,2,3,2,2,3,1,1,1,1,1,3,2,1,2,2,2,3,2,2,2,2,1,2,2,3,3,4,4,4,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,45,3,4,2,3,1,1,4.840350518,1,,,,2019,5,24
98002,2,,3,5,5,1,5,3,1,3,4,4,2,1,1,1,1,1,1,1,1,2,3,1,2,2,2,3,3,3,2,2,1,3,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,45,3,3,2,1,1,1,0.82476849,1,,,,2019,5,24
98023,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,2,2,2,1,3,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,58,4,3,3,3,1,2,0.91306588,1,,,,2019,5,24
98125,2,,5,5,5,5,2,3,2,3,4,4,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,3,2,2,3,3,1,2,2,4,4,3,4,4,4,4,2,2,1,2,2,2,1,2,1,1,1,1,2,2,36,3,3,4,4,1,1,1.098843375,1,,,,2019,5,24
98075,1,1,3,5,3,3,5,2,2,3,4,3,3,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,53,4,1,3,3,1,2,0.633757215,1,,,,2019,5,24
98055,1,1,3,3,2,1,3,4,1,4,4,4,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,3,3,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,51,4,3,4,3,1,2,0.82476849,1,,,,2019,5,24
98391,2,,1,3,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,3,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,59,4,3,2,3,1,3,0.591110627,1,,,,2019,5,24
98075,2,,3,3,3,2,4,4,1,4,4,3,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,17,1,3,1,2,1,1,0.703534927,1,,,,2019,5,24
